"","date","L001_RAIN_Inches","L005_RAIN_Inches","L006_RAIN_Inches","LZ40_RAIN_Inches","average_rainfall"
"4747","2012-12-29",0,0,0.01,0,0.0025
"4748","2012-12-30",0,0,0,0,0
"4749","2012-12-31",0,0,0,0,0
"4750","2013-01-01",0,0,0,0,0
"4751","2013-01-02",0,0,0,0,0
"4752","2013-01-03",0,0,0,0,0
"4753","2013-01-04",0,0,0,0,0
"4754","2013-01-05",0.16,0,0,0,0.04
"4755","2013-01-06",0.47,0.54,0.52,0.19,0.43
"4756","2013-01-07",0.03,0.49,0.31,0.14,0.2425
"4757","2013-01-08",0,0,0,0.04,0.01
"4758","2013-01-09",0.04,0,0,0.01,0.0125
"4759","2013-01-10",0,0,0,0,0
"4760","2013-01-11",0.01,0,0,0,0.0025
"4761","2013-01-12",0,0,0,0,0
"4762","2013-01-13",0,0,0,0,0
"4763","2013-01-14",0,0,0,0,0
"4764","2013-01-15",0,0,0,0,0
"4765","2013-01-16",0,0,0,0,0
"4766","2013-01-17",0,0,0,0,0
"4767","2013-01-18",0,0,0,0,0
"4768","2013-01-19",0.04,0,0.02,0.02,0.02
"4769","2013-01-20",0,0.01,0,0,0.0025
"4770","2013-01-21",0,0,0,0,0
"4771","2013-01-22",0,0,0,0,0
"4772","2013-01-23",0,0,0,0,0
"4773","2013-01-24",0.01,0,0,0,0.0025
"4774","2013-01-25",0,0,0,0,0
"4775","2013-01-26",0,0,0,0,0
"4776","2013-01-27",0,0,0,0,0
"4777","2013-01-28",0,0,0,0,0
"4778","2013-01-29",0,0,0,0,0
"4779","2013-01-30",0,0,0,0,0
"4780","2013-01-31",0.02,NA,0.01,0.02,NA
"4781","2013-02-01",0,0.01,0,0,0.0025
"4782","2013-02-02",0,0,0,0,0
"4783","2013-02-03",0,0,0,0,0
"4784","2013-02-04",0,0,0,0,0
"4785","2013-02-05",0,0,0,0,0
"4786","2013-02-06",0,0,0,0,0
"4787","2013-02-07",0,0,0,0,0
"4788","2013-02-08",0,0,0,0,0
"4789","2013-02-09",0,0,0,0,0
"4790","2013-02-10",0,0,0,0,0
"4791","2013-02-11",0,0,0,0,0
"4792","2013-02-12",0,0,0,0,0
"4793","2013-02-13",0,0,0,0,0
"4794","2013-02-14",1.77,1.7,2.58,2.53,2.145
"4795","2013-02-15",0.08,0.04,0.01,0.02,0.0375
"4796","2013-02-16",0,0,0,0,0
"4797","2013-02-17",0,0,0,0,0
"4798","2013-02-18",0,0,0,0,0
"4799","2013-02-19",0,0,0.07,0,0.0175
"4800","2013-02-20",0,0,0.01,0,0.0025
"4801","2013-02-21",0,0,0,0,0
"4802","2013-02-22",0,0,0,0,0
"4803","2013-02-23",0.01,0,0,0.01,0.005
"4804","2013-02-24",0,0,0,0,0
"4805","2013-02-25",0,0,0,0,0
"4806","2013-02-26",0.01,0.01,0,0,0.005
"4807","2013-02-27",0,0,0.17,0.17,0.085
"4808","2013-02-28",0,0,0,0,0
"4809","2013-03-01",0,0,0,0,0
"4810","2013-03-02",0,0,0,0,0
"4811","2013-03-03",0,0,0,0,0
"4812","2013-03-04",0,0,0,0,0
"4813","2013-03-05",0,0,0,0,0
"4814","2013-03-06",0,0,0,0,0
"4815","2013-03-07",0,0,0,0.11,0.0275
"4816","2013-03-08",0,0,0,0,0
"4817","2013-03-09",0,0,0,0,0
"4818","2013-03-10",0,0,0,0,0
"4819","2013-03-11",0,0,0,0,0
"4820","2013-03-12",0.03,0,0,0,0.0075
"4821","2013-03-13",0,0,0,0,0
"4822","2013-03-14",0,0,0,0,0
"4823","2013-03-15",0,0,0,0,0
"4824","2013-03-16",0,0,0,0,0
"4825","2013-03-17",0,0,0,0,0
"4826","2013-03-18",0.09,0.24,1.26,0.57,0.54
"4827","2013-03-19",0,0,0,0,0
"4828","2013-03-20",0,0.02,0.01,0.02,0.0125
"4829","2013-03-21",0,0,0,0,0
"4830","2013-03-22",0.02,0.28,0,0.02,0.08
"4831","2013-03-23",0.01,0.07,0.04,0.04,0.04
"4832","2013-03-24",0.34,0.57,0.79,0.7,0.6
"4833","2013-03-25",0,0,0,0,0
"4834","2013-03-26",0,0,0,0,0
"4835","2013-03-27",0,0,0,0,0
"4836","2013-03-28",0,0,0,0,0
"4837","2013-03-29",0,0,0,0,0
"4838","2013-03-30",0,0,0,0,0
"4839","2013-03-31",0,0,0,0,0
"4840","2013-04-01",0,0,0,0,0
"4841","2013-04-02",0,0,0,0,0
"4842","2013-04-03",0,0,0,0,0
"4843","2013-04-04",0.05,0.18,0.55,0.44,0.305
"4844","2013-04-05",0.21,0.23,0.16,0.19,0.1975
"4845","2013-04-06",0,0,0,0,0
"4846","2013-04-07",0,0,0,0,0
"4847","2013-04-08",0,0,0,0,0
"4848","2013-04-09",0,0,0,0,0
"4849","2013-04-10",0,0,0,0,0
"4850","2013-04-11",0,0,0,0,0
"4851","2013-04-12",0.25,0.22,0,0.02,0.1225
"4852","2013-04-13",0.02,0.02,0,0.02,0.015
"4853","2013-04-14",0,0.01,0,0,0.0025
"4854","2013-04-15",0.37,0.07,0.01,0.1,0.1375
"4855","2013-04-16",0,0,0.04,0,0.01
"4856","2013-04-17",0,0,0,0,0
"4857","2013-04-18",0,0,0,0,0
"4858","2013-04-19",0,0,0,0,0
"4859","2013-04-20",0.18,0.16,0.15,0.18,0.1675
"4860","2013-04-21",0.19,0.38,0.06,0.2,0.2075
"4861","2013-04-22",0.05,0.05,0.01,0.2,0.0775
"4862","2013-04-23",0,0,0,0,0
"4863","2013-04-24",0,0,0,0,0
"4864","2013-04-25",0,0,0,0,0
"4865","2013-04-26",0,0,0,0,0
"4866","2013-04-27",0,0,0,0,0
"4867","2013-04-28",0,0,0,0,0
"4868","2013-04-29",0,0.06,0,0.04,0.025
"4869","2013-04-30",0.01,0.03,0.03,0.04,0.0275
"4870","2013-05-01",1.03,0.53,0.98,1.17,0.9275
"4871","2013-05-02",2.96,0.25,0.32,0.17,0.925
"4872","2013-05-03",0.4,0.06,0.21,0.05,0.18
"4873","2013-05-04",0,0.01,0,0,0.0025
"4874","2013-05-05",0,0,0,0,0
"4875","2013-05-06",0.02,0,0,0,0.005
"4876","2013-05-07",0,0,0,0,0
"4877","2013-05-08",0,0,0,0,0
"4878","2013-05-09",0,0,0,0,0
"4879","2013-05-10",0,0.15,0.95,1.39,0.6225
"4880","2013-05-11",0,0.01,0,0,0.0025
"4881","2013-05-12",0.78,0.24,0.45,2.18,0.9125
"4882","2013-05-13",0,0.01,0,0,0.0025
"4883","2013-05-14",0,0,0,0,0
"4884","2013-05-15",0,0,0,0,0
"4885","2013-05-16",0,0,0,0,0
"4886","2013-05-17",0,0,0,0,0
"4887","2013-05-18",0,0,0,0,0
"4888","2013-05-19",0,0,0,0,0
"4889","2013-05-20",NA,0.03,0,0,NA
"4890","2013-05-21",NA,0.06,3,1.1,NA
"4891","2013-05-22",NA,0.33,0,0,NA
"4892","2013-05-23",NA,0.53,0.23,0.36,NA
"4893","2013-05-24",NA,0.09,0.01,0.36,NA
"4894","2013-05-25",NA,0,0,0,NA
"4895","2013-05-26",NA,0,0,0,NA
"4896","2013-05-27",NA,0,0,0,NA
"4897","2013-05-28",NA,0,0.02,0,NA
"4898","2013-05-29",NA,0.21,0.23,0.31,NA
"4899","2013-05-30",NA,0.02,0.38,0.18,NA
"4900","2013-05-31",NA,0.03,0.06,0.07,NA
"4901","2013-06-01",NA,0.02,0.86,0.85,NA
"4902","2013-06-02",0,0.08,1.45,1.96,0.8725
"4903","2013-06-03",NA,0.01,0.17,0,NA
"4904","2013-06-04",NA,0.04,0.53,0.04,NA
"4905","2013-06-05",NA,0.07,0.17,0.12,NA
"4906","2013-06-06",NA,1.17,1.41,1.72,NA
"4907","2013-06-07",NA,0.65,0.62,0.79,NA
"4908","2013-06-08",0,1,0.24,0.51,0.4375
"4909","2013-06-09",0,0,0.01,0.07,0.02
"4910","2013-06-10",0,0,0,0,0
"4911","2013-06-11",0.01,0,0.02,0,0.0075
"4912","2013-06-12",0.46,0,0.33,0.17,0.24
"4913","2013-06-13",0,0,0,0,0
"4914","2013-06-14",0,0,0,0,0
"4915","2013-06-15",0,0,0,0,0
"4916","2013-06-16",0,0,0,0,0
"4917","2013-06-17",0,0,0,0,0
"4918","2013-06-18",0.02,0,0,0,0.005
"4919","2013-06-19",0,0.15,0,0.01,0.04
"4920","2013-06-20",0,0,0.18,0.01,0.0475
"4921","2013-06-21",0,0.74,0,0,0.185
"4922","2013-06-22",0,0.01,0,0,0.0025
"4923","2013-06-23",0.63,0.47,0.55,0.74,0.5975
"4924","2013-06-24",0.37,0,0.01,0,0.095
"4925","2013-06-25",0.46,0,0.13,0.01,0.15
"4926","2013-06-26",0,0.03,0.03,0.01,0.0175
"4927","2013-06-27",0,0,0.01,0,0.0025
"4928","2013-06-28",0.03,0.12,0.07,0.25,0.1175
"4929","2013-06-29",1.32,1.04,0.13,0.24,0.6825
"4930","2013-06-30",0.7,0.93,0.54,0.23,0.6
"4931","2013-07-01",0.94,0.7,1.15,1.3,1.0225
"4932","2013-07-02",0.13,0.26,0.24,0.23,0.215
"4933","2013-07-03",0.01,0.96,0.24,0.14,0.3375
"4934","2013-07-04",0.19,0.24,0.07,0.3,0.2
"4935","2013-07-05",0.27,0.35,0.82,0.63,0.5175
"4936","2013-07-06",0,0.01,0.01,0,0.005
"4937","2013-07-07",0,0,0,0,0
"4938","2013-07-08",0,0,0,0.08,0.02
"4939","2013-07-09",0.15,0,0,0,0.0375
"4940","2013-07-10",0.06,0.23,0.01,0.01,0.0775
"4941","2013-07-11",0,0.85,0.02,0.01,0.22
"4942","2013-07-12",0.04,0.38,0,0,0.105
"4943","2013-07-13",0.14,0.45,1.41,0.47,0.6175
"4944","2013-07-14",0.63,0.57,0.27,0.55,0.505
"4945","2013-07-15",0,0,0,0,0
"4946","2013-07-16",0.26,0.69,0.35,0.44,0.435
"4947","2013-07-17",0.15,0.02,0.14,0.08,0.0975
"4948","2013-07-18",0.58,0.5,0.43,0.33,0.46
"4949","2013-07-19",0,0,0,0,0
"4950","2013-07-20",0.63,0.19,0.34,0.15,0.3275
"4951","2013-07-21",1.68,1.07,0.07,0.83,0.9125
"4952","2013-07-22",0.01,0,0,0,0.0025
"4953","2013-07-23",0.06,0,0,0,0.015
"4954","2013-07-24",0,0,0,0,0
"4955","2013-07-25",0.09,0,0,0,0.0225
"4956","2013-07-26",1.12,0.16,0.01,0.26,0.3875
"4957","2013-07-27",0,0.12,0,0,0.03
"4958","2013-07-28",0,0.26,0.51,0.95,0.43
"4959","2013-07-29",0,0.03,0.27,0.04,0.085
"4960","2013-07-30",0.25,0,0.81,0,0.265
"4961","2013-07-31",0,0,0.12,0,0.03
"4962","2013-08-01",0.1,0,0,0,0.025
"4963","2013-08-02",0.01,0.2,0,0,0.0525
"4964","2013-08-03",0,0.06,0.36,0,0.105
"4965","2013-08-04",0.3,0.02,0.23,0,0.1375
"4966","2013-08-05",1.8,1.04,0.15,0.18,0.7925
"4967","2013-08-06",0.1,0.25,0,0.05,0.1
"4968","2013-08-07",0.02,0,0,0,0.005
"4969","2013-08-08",0.06,0,0.09,0,0.0375
"4970","2013-08-09",0.34,0.21,0,0.05,0.15
"4971","2013-08-10",0,0,0,0,0
"4972","2013-08-11",0,0,0,0,0
"4973","2013-08-12",0,0,0,0,0
"4974","2013-08-13",0.34,0,0.03,0.15,0.13
"4975","2013-08-14",0,0,0,0,0
"4976","2013-08-15",0,0.11,0.02,0.02,0.0375
"4977","2013-08-16",0,0,0,0,0
"4978","2013-08-17",0.73,0.15,0,0.04,0.23
"4979","2013-08-18",0,0,0,0,0
"4980","2013-08-19",0,0,0,0,0
"4981","2013-08-20",0,0,0,0,0
"4982","2013-08-21",0.01,0.29,0.02,0.07,0.0975
"4983","2013-08-22",0.02,0.75,0.06,0.03,0.215
"4984","2013-08-23",0.17,0,0.39,0.78,0.335
"4985","2013-08-24",0.01,0.03,0,0,0.01
"4986","2013-08-25",0,0.01,0.01,0,0.005
"4987","2013-08-26",0.56,0.61,0,0,0.2925
"4988","2013-08-27",0.04,0,0,0,0.01
"4989","2013-08-28",0.46,0.15,0.1,0.07,0.195
"4990","2013-08-29",0.01,0,0,0,0.0025
"4991","2013-08-30",0,0,0,0,0
"4992","2013-08-31",0.36,0.02,1.37,0.31,0.515
"4993","2013-09-01",0,0.01,0.02,0,0.0075
"4994","2013-09-02",0.02,0.13,0.04,0.02,0.0525
"4995","2013-09-03",0,0.02,0,0,0.005
"4996","2013-09-04",0.33,0,0.08,0,0.1025
"4997","2013-09-05",0,0,0,0,0
"4998","2013-09-06",0,0.29,0,0,0.0725
"4999","2013-09-07",0.19,0.06,0.08,0.05,0.095
"5000","2013-09-08",0,0,0,0,0
"5001","2013-09-09",0,0,0,0,0
"5002","2013-09-10",0.08,0,0,0,0.02
"5003","2013-09-11",0.15,0,0,0.06,0.0525
"5004","2013-09-12",0.23,0.37,0.27,0.16,0.2575
"5005","2013-09-13",0,0.01,0,0,0.0025
"5006","2013-09-14",0,0,0,0,0
"5007","2013-09-15",0.2,0,0,0.06,0.065
"5008","2013-09-16",0.53,0.03,1.72,0.84,0.78
"5009","2013-09-17",0.06,0.01,0.38,0.23,0.17
"5010","2013-09-18",0.43,0.68,0.32,0.3,0.4325
"5011","2013-09-19",0.03,0.81,0.11,0.69,0.41
"5012","2013-09-20",0.01,0,0,0,0.0025
"5013","2013-09-21",0,0,0,0,0
"5014","2013-09-22",0.01,0,0,0,0.0025
"5015","2013-09-23",1.28,1.35,0.93,1.14,1.175
"5016","2013-09-24",0.35,0.16,0.46,0.25,0.305
"5017","2013-09-25",0,0,0,0.01,0.0025
"5018","2013-09-26",0.01,0.07,0.27,0.16,0.1275
"5019","2013-09-27",0,0,0,0,0
"5020","2013-09-28",0,0,0,0,0
"5021","2013-09-29",0.03,0,0,0,0.0075
"5022","2013-09-30",0,0,0,0,0
"5023","2013-10-01",0,0,0,0,0
"5024","2013-10-02",0,0,0,0,0
"5025","2013-10-03",0,0,0,0,0
"5026","2013-10-04",0,0,0,0,0
"5027","2013-10-05",0,0,0.06,0,0.015
"5028","2013-10-06",0,0,0,0.01,0.0025
"5029","2013-10-07",0.4,0.69,0.84,1.15,0.77
"5030","2013-10-08",0,0,0,0,0
"5031","2013-10-09",0,0,0,0,0
"5032","2013-10-10",0,0,0,0,0
"5033","2013-10-11",0,0,0,0,0
"5034","2013-10-12",0,0,0,0,0
"5035","2013-10-13",0,0,0,0,0
"5036","2013-10-14",0,0,0,0,0
"5037","2013-10-15",0,0,0,0,0
"5038","2013-10-16",0,0,0,0,0
"5039","2013-10-17",0,0,0,0,0
"5040","2013-10-18",0,0,0,0,0
"5041","2013-10-19",0,0,0,0,0
"5042","2013-10-20",0,0,0,0,0
"5043","2013-10-21",0,0,0,0.64,0.16
"5044","2013-10-22",0,0.09,0,0,0.0225
"5045","2013-10-23",0,0,0,0,0
"5046","2013-10-24",0,0,0,0,0
"5047","2013-10-25",0,0,0,0,0
"5048","2013-10-26",0,0,0,0,0
"5049","2013-10-27",0,0,0,0,0
"5050","2013-10-28",0,0,0,0,0
"5051","2013-10-29",0,0,0,0,0
"5052","2013-10-30",0,0,0,0,0
"5053","2013-10-31",0,0,0,0,0
"5054","2013-11-01",0,0.01,0,0,0.0025
"5055","2013-11-02",0,0,0.01,0.02,0.0075
"5056","2013-11-03",0,0,0,0,0
"5057","2013-11-04",0,0,0,0,0
"5058","2013-11-05",0,0,0,0,0
"5059","2013-11-06",0,0,0,0,0
"5060","2013-11-07",0,0,0,0,0
"5061","2013-11-08",0,0,0,0,0
"5062","2013-11-09",0,0,0,0,0
"5063","2013-11-10",0,0,0,0,0
"5064","2013-11-11",0,0,0,0,0
"5065","2013-11-12",0,0,0,0,0
"5066","2013-11-13",0,0,0,0,0
"5067","2013-11-14",0,0,0,0,0
"5068","2013-11-15",0,0,0,0,0
"5069","2013-11-16",0,0,0.02,0.08,0.025
"5070","2013-11-17",0.01,0,0,0,0.0025
"5071","2013-11-18",0,0,0,0,0
"5072","2013-11-19",0.13,0.25,0.01,0.03,0.105
"5073","2013-11-20",0,0,0,0,0
"5074","2013-11-21",0.88,0.05,0.11,0.08,0.28
"5075","2013-11-22",0.01,0,0,0,0.0025
"5076","2013-11-23",0,0,0,0,0
"5077","2013-11-24",0,0,0,0,0
"5078","2013-11-25",0,0,0,0,0
"5079","2013-11-26",0.03,0.21,0.06,0.08,0.095
"5080","2013-11-27",0.19,0.16,0.1,0.17,0.155
"5081","2013-11-28",0,0,0,0,0
"5082","2013-11-29",0,0,0,0,0
"5083","2013-11-30",0.04,0.01,0,0.01,0.015
"5084","2013-12-01",0.05,0,0,0,0.0125
"5085","2013-12-02",0,0,0,0,0
"5086","2013-12-03",0,0.02,0,0,0.005
"5087","2013-12-04",0,0.01,0,0,0.0025
"5088","2013-12-05",0,0,0,0,0
"5089","2013-12-06",0,0.01,0,0,0.0025
"5090","2013-12-07",0,0.01,0,0,0.0025
"5091","2013-12-08",0.03,0,0,0,0.0075
"5092","2013-12-09",0,0,0,0,0
"5093","2013-12-10",0,0.01,0,0,0.0025
"5094","2013-12-11",0,0,0,0,0
"5095","2013-12-12",0,0,0,0,0
"5096","2013-12-13",0,0,0,0,0
"5097","2013-12-14",0,0,0,0,0
"5098","2013-12-15",0.09,0.06,0.01,0.06,0.055
"5099","2013-12-16",0.01,0,0,0,0.0025
"5100","2013-12-17",0,0,0,0,0
"5101","2013-12-18",0,0,0,0,0
"5102","2013-12-19",0,0,0,0,0
"5103","2013-12-20",0,0,0,0,0
"5104","2013-12-21",0,0,0,0,0
"5105","2013-12-22",0,0,0,0,0
"5106","2013-12-23",0.14,0,0.62,0.03,0.1975
"5107","2013-12-24",0.01,0,0,0,0.0025
"5108","2013-12-25",0,0,0,0,0
"5109","2013-12-26",0,0,0,0,0
"5110","2013-12-27",0,0,0,0,0
"5111","2013-12-28",0,0,0,0,0
"5112","2013-12-29",0,0,0,0,0
"5113","2013-12-30",0,0,0,0,0
"5114","2013-12-31",0,0,0,0,0
"5115","2014-01-01",0.45,0,0.1,0.02,0.1425
"5116","2014-01-02",0.02,0.01,0.07,0.02,0.03
"5117","2014-01-03",0,0,0,0,0
"5118","2014-01-04",0.04,0.14,0.09,0.17,0.11
"5119","2014-01-05",0.02,0,0.01,0,0.0075
"5120","2014-01-06",0,0,0,0,0
"5121","2014-01-07",0,0,0,0,0
"5122","2014-01-08",0,0,0.02,0.08,0.025
"5123","2014-01-09",0.18,0.31,0.08,0.12,0.1725
"5124","2014-01-10",0.03,0,0.05,0,0.02
"5125","2014-01-11",0.03,0.01,0,0.01,0.0125
"5126","2014-01-12",0,0,0,0,0
"5127","2014-01-13",0,0.05,0,0,0.0125
"5128","2014-01-14",0.02,0.04,0,0.1,0.04
"5129","2014-01-15",0,0,0,0,0
"5130","2014-01-16",0,0,0,0,0
"5131","2014-01-17",0,0,0,0,0
"5132","2014-01-18",0,0,0,0,0
"5133","2014-01-19",0,0,0,0,0
"5134","2014-01-20",0,0,0,0,0
"5135","2014-01-21",0.02,0.04,0.04,0,0.025
"5136","2014-01-22",0,0,0,0,0
"5137","2014-01-23",0,0,0,0,0
"5138","2014-01-24",0,0,0,0,0
"5139","2014-01-25",0,0,0,0,0
"5140","2014-01-26",0.02,0,0,0,0.005
"5141","2014-01-27",0,0,0,0,0
"5142","2014-01-28",0.01,0,0,0,0.0025
"5143","2014-01-29",0.03,0.03,0.54,0.21,0.2025
"5144","2014-01-30",0.82,1.5,1.59,1.74,1.4125
"5145","2014-01-31",0.08,0.16,0.02,0.02,0.07
"5146","2014-02-01",0.03,0.01,0,0.01,0.0125
"5147","2014-02-02",0.01,0,0,0.01,0.005
"5148","2014-02-03",0.03,0.15,0.27,0,0.1125
"5149","2014-02-04",0,0,0,0,0
"5150","2014-02-05",0.18,0.32,0.18,1.18,0.465
"5151","2014-02-06",0.08,0.55,0,0.01,0.16
"5152","2014-02-07",0.01,0,0,0,0.0025
"5153","2014-02-08",0,0,0,0,0
"5154","2014-02-09",0,0,0,0,0
"5155","2014-02-10",0,0,0,0,0
"5156","2014-02-11",0,0,0,0,0
"5157","2014-02-12",0.66,0.41,1.41,0.54,0.755
"5158","2014-02-13",0.01,0.01,0.04,0.02,0.02
"5159","2014-02-14",0,0,0,0.02,0.005
"5160","2014-02-15",0,0,0,0,0
"5161","2014-02-16",0,0,0,0,0
"5162","2014-02-17",0,0,0,0,0
"5163","2014-02-18",0,0,0,0,0
"5164","2014-02-19",0,0,0,0,0
"5165","2014-02-20",0,0,0,0,0
"5166","2014-02-21",0,0,0,0.06,0.015
"5167","2014-02-22",0,0.23,0.5,0.03,0.19
"5168","2014-02-23",0.03,0,0,0,0.0075
"5169","2014-02-24",0,0,0,0,0
"5170","2014-02-25",0,0,0,0,0
"5171","2014-02-26",0,0,0,0,0
"5172","2014-02-27",0.03,0.06,0.05,0.04,0.045
"5173","2014-02-28",0.04,0.07,0.14,0.08,0.0825
"5174","2014-03-01",0,0,0,0,0
"5175","2014-03-02",0,0,0,0,0
"5176","2014-03-03",0,0,0,0,0
"5177","2014-03-04",0,0,0,0,0
"5178","2014-03-05",0,0.24,0.1,0.03,0.0925
"5179","2014-03-06",0.88,0.56,0.12,0.14,0.425
"5180","2014-03-07",0,0,0,0,0
"5181","2014-03-08",0,0,0,0,0
"5182","2014-03-09",0,0,0,0,0
"5183","2014-03-10",0,0,0,0,0
"5184","2014-03-11",0,0,0,0,0
"5185","2014-03-12",0,0,0,0.01,0.0025
"5186","2014-03-13",0,0,0,0,0
"5187","2014-03-14",0,0,0,0,0
"5188","2014-03-15",0,0,0,0,0
"5189","2014-03-16",0,0,0,0,0
"5190","2014-03-17",0,0,0,0,0
"5191","2014-03-18",0.33,0.4,0.53,0.21,0.3675
"5192","2014-03-19",0,0,0,0,0
"5193","2014-03-20",0,0,0,0,0
"5194","2014-03-21",0,0,0,0,0
"5195","2014-03-22",0,0,0,0,0
"5196","2014-03-23",0,0,0,0.18,0.045
"5197","2014-03-24",0.65,0.93,0.76,0.83,0.7925
"5198","2014-03-25",0.3,0.18,0.4,0.21,0.2725
"5199","2014-03-26",0,0,0.06,0,0.015
"5200","2014-03-27",0,0.04,0.01,0,0.0125
"5201","2014-03-28",0,0,0,0,0
"5202","2014-03-29",0.19,0.07,0,0.05,0.0775
"5203","2014-03-30",0,0,0.01,0,0.0025
"5204","2014-03-31",0,0,0,0,0
"5205","2014-04-01",0,0,0,0,0
"5206","2014-04-02",0,0,0,0,0
"5207","2014-04-03",0,0,0,0,0
"5208","2014-04-04",0,0,0,0,0
"5209","2014-04-05",0,0,0,0,0
"5210","2014-04-06",0,0,0,0,0
"5211","2014-04-07",0.01,0,0,0.03,0.01
"5212","2014-04-08",0.2,0.22,0.01,0.23,0.165
"5213","2014-04-09",0,0,0,0,0
"5214","2014-04-10",0,0,0,0,0
"5215","2014-04-11",0.01,0,0,0,0.0025
"5216","2014-04-12",0,0,0,0,0
"5217","2014-04-13",0,0.01,0,0.07,0.02
"5218","2014-04-14",0,0.04,0,0.01,0.0125
"5219","2014-04-15",0,0.04,0,0,0.01
"5220","2014-04-16",0,0,0,0,0
"5221","2014-04-17",0.02,0,0.03,0.11,0.04
"5222","2014-04-18",0.91,0.08,0.24,0.57,0.45
"5223","2014-04-19",0.16,0.11,0.91,0.17,0.3375
"5224","2014-04-20",0,0,0,0,0
"5225","2014-04-21",0,0,0,0,0
"5226","2014-04-22",0,0,0,0,0
"5227","2014-04-23",0,0,0,0,0
"5228","2014-04-24",0,0,0,0,0
"5229","2014-04-25",0,0,0,0,0
"5230","2014-04-26",0.01,0,0,0,0.0025
"5231","2014-04-27",0,0,0,0,0
"5232","2014-04-28",0,0,0,0,0
"5233","2014-04-29",0.03,0,0.09,0.41,0.1325
"5234","2014-04-30",0.01,0.33,0.1,0,0.11
"5235","2014-05-01",0.07,0.26,0.07,0.1,0.125
"5236","2014-05-02",0.11,0,0,0,0.0275
"5237","2014-05-03",0.42,1.37,1.69,0.86,1.085
"5238","2014-05-04",0,0.01,0,0,0.0025
"5239","2014-05-05",0,0,0,0,0
"5240","2014-05-06",0,0,0,0,0
"5241","2014-05-07",0,0,0,0,0
"5242","2014-05-08",0,0,0,0,0
"5243","2014-05-09",0,0,0,0,0
"5244","2014-05-10",0,0,0,0,0
"5245","2014-05-11",0,0,0,0,0
"5246","2014-05-12",0,0,0,0,0
"5247","2014-05-13",0.03,0.03,0.14,0,0.05
"5248","2014-05-14",0,0,0.01,0.07,0.02
"5249","2014-05-15",0.21,0.51,1.17,0.42,0.5775
"5250","2014-05-16",0,0,0,0,0
"5251","2014-05-17",0,0,0,0,0
"5252","2014-05-18",0,0,0,0,0
"5253","2014-05-19",0,0,0,0,0
"5254","2014-05-20",0,0,0,0,0
"5255","2014-05-21",0,0,0,0,0
"5256","2014-05-22",0,0,0,0,0
"5257","2014-05-23",0,0,0,0,0
"5258","2014-05-24",0,0,0,0,0
"5259","2014-05-25",0,0,0,0,0
"5260","2014-05-26",0,0.05,0,0,0.0125
"5261","2014-05-27",0,0,0,0.47,0.1175
"5262","2014-05-28",0.16,0,0,0,0.04
"5263","2014-05-29",0,0,0,0.12,0.03
"5264","2014-05-30",0,0,0.58,1.19,0.4425
"5265","2014-05-31",0.57,0,0,0,0.1425
"5266","2014-06-01",0.4,0.33,0,0.03,0.19
"5267","2014-06-02",0.7,0,0.02,0,0.18
"5268","2014-06-03",0,0,0,0,0
"5269","2014-06-04",0,0,0,0,0
"5270","2014-06-05",0,0,0,0,0
"5271","2014-06-06",0,0,0,0,0
"5272","2014-06-07",1.18,0.07,0.08,0.13,0.365
"5273","2014-06-08",0.44,0,0.46,0,0.225
"5274","2014-06-09",0.01,0,0,0,0.0025
"5275","2014-06-10",0.01,0,0,0,0.0025
"5276","2014-06-11",1.41,1.08,3.25,0.57,1.5775
"5277","2014-06-12",1.78,1,0.75,0.88,1.1025
"5278","2014-06-13",0.97,0.33,0,0.14,0.36
"5279","2014-06-14",2.98,0.77,0.36,0.51,1.155
"5280","2014-06-15",0.6,0.08,0.06,0.02,0.19
"5281","2014-06-16",0.03,0,0,0,0.0075
"5282","2014-06-17",0.52,0.05,1.21,0.26,0.51
"5283","2014-06-18",0.87,0.02,0.42,0.52,0.4575
"5284","2014-06-19",0.02,0.04,0,0,0.015
"5285","2014-06-20",0.59,2.32,0.18,0.46,0.8875
"5286","2014-06-21",0.36,0,0,0,0.09
"5287","2014-06-22",0.02,0.12,0,0.2,0.085
"5288","2014-06-23",0,0,0,0.03,0.0075
"5289","2014-06-24",0,0,0,0,0
"5290","2014-06-25",0,0,0,0,0
"5291","2014-06-26",0.12,0,0,0,0.03
"5292","2014-06-27",0.01,0.03,0.66,0.49,0.2975
"5293","2014-06-28",0,0,0,0.01,0.0025
"5294","2014-06-29",0.87,0.25,0.54,0.25,0.4775
"5295","2014-06-30",0.01,0.08,0.14,0.22,0.1125
"5296","2014-07-01",0.01,0,0,0.01,0.005
"5297","2014-07-02",0.22,0,0.64,0,0.215
"5298","2014-07-03",0,0,0,0,0
"5299","2014-07-04",0.29,0.49,0.79,0.73,0.575
"5300","2014-07-05",0,0,0.02,0,0.005
"5301","2014-07-06",0,0.58,0.11,0.02,0.1775
"5302","2014-07-07",0,0.26,0.06,0.01,0.0825
"5303","2014-07-08",0.19,0.31,0.37,0.36,0.3075
"5304","2014-07-09",0.36,0.07,0.05,0.25,0.1825
"5305","2014-07-10",0,0,0,0.06,0.015
"5306","2014-07-11",0.46,0.01,0,0.68,0.2875
"5307","2014-07-12",1.46,0.84,1.38,1.38,1.265
"5308","2014-07-13",0,0,0,0,0
"5309","2014-07-14",0,0,0.01,1.45,0.365
