"","date","LZ40_H2OT_Degrees Celsius"
"4836",2008-03-28,18.67
"4837",2008-03-29,19.94
"4838",2008-03-30,20.35
"4839",2008-03-31,20.36
"4840",2008-04-01,20.56
"4841",2008-04-02,21.02
"4842",2008-04-03,21.86
"4843",2008-04-04,21.64
"4844",2008-04-05,21.84
"4845",2008-04-06,22.01
"4846",2008-04-07,22.44
"4847",2008-04-08,23.33
"4848",2008-04-09,23.31
"4849",2008-04-10,23.68
"4850",2008-04-11,24.03
"4851",2008-04-12,24.93
"4852",2008-04-13,23.4
"4853",2008-04-14,23.37
"4854",2008-04-15,21.02
"4855",2008-04-16,19.02
"4856",2008-04-17,17.78
"4857",2008-04-18,19.13
"4858",2008-04-19,20.69
"4859",2008-04-20,19.35
"4860",2008-04-21,21.26
"4861",2008-04-22,21.69
"4862",2008-04-23,21.51
"4863",2008-04-24,20.72
"4864",2008-04-25,21.76
"4865",2008-04-26,23
"4866",2008-04-27,22.48
"4867",2008-04-28,21.76
"4868",2008-04-29,21.79
"4869",2008-04-30,22.55
"4870",2008-05-01,21.98
"4871",2008-05-02,21.57
"4872",2008-05-03,22.11
"4873",2008-05-04,23.67
"4874",2008-05-05,23.05
"4875",2008-05-06,22.71
"4876",2008-05-07,22.52
"4877",2008-05-08,22.1
"4878",2008-05-09,24.26
"4879",2008-05-10,25.2
"4880",2008-05-11,24.39
"4881",2008-05-12,25.26
"4882",2008-05-13,25.53
"4883",2008-05-14,24.08
"4884",2008-05-15,24.29
"4885",2008-05-16,23.8
"4886",2008-05-17,23.41
"4887",2008-05-18,23.22
"4888",2008-05-19,23.09
"4889",2008-05-20,23.84
"4890",2008-05-21,25.44
"4891",2008-05-22,24.68
"4892",2008-05-23,25.7
"4893",2008-05-24,26.15
"4894",2008-05-25,25.27
"4895",2008-05-26,25.3
"4896",2008-05-27,24.32
"4897",2008-05-28,24.45
"4898",2008-05-29,24.88
"4899",2008-05-30,24.61
"4900",2008-05-31,25.42
"4901",2008-06-01,26.94
"4902",2008-06-02,26.81
"4903",2008-06-03,27.42
"4904",2008-06-04,27.96
"4905",2008-06-05,26.66
"4906",2008-06-06,26.68
"4907",2008-06-07,26.96
"4908",2008-06-08,26.54
"4909",2008-06-09,26.45
"4910",2008-06-10,26.87
"4911",2008-06-11,24.18
"4912",2008-06-12,24.97
"4913",2008-06-13,24.25
"4914",2008-06-14,25.07
"4915",2008-06-15,26.23
"4916",2008-06-16,26.19
"4917",2008-06-17,25.95
"4918",2008-06-18,24
"4919",2008-06-19,23.83
"4920",2008-06-20,24.57
"4921",2008-06-21,24.55
"4922",2008-06-22,24.47
"4923",2008-06-23,24.73
"4924",2008-06-24,24.68
"4925",2008-06-25,23.92
"4926",2008-06-26,22.75
"4927",2008-06-27,24.92
"4928",2008-06-28,26.28
"4929",2008-06-29,24.64
"4930",2008-06-30,26.08
"4931",2008-07-01,25.16
"4932",2008-07-02,23.84
"4933",2008-07-03,24.87
"4934",2008-07-04,25.76
"4935",2008-07-05,25.79
"4936",2008-07-06,24.75
"4937",2008-07-07,26.02
"4938",2008-07-08,26.58
"4939",2008-07-09,26.44
"4940",2008-07-10,27.24
"4941",2008-07-11,27.63
"4942",2008-07-12,26.18
"4943",2008-07-13,26.8
"4944",2008-07-14,25.02
"4945",2008-07-15,24.43
"4946",2008-07-16,23.56
"4947",2008-07-17,25.72
"4948",2008-07-18,27.38
"4949",2008-07-19,27.78
"4950",2008-07-20,27.91
"4951",2008-07-21,28.06
"4952",2008-07-22,26.57
"4953",2008-07-23,28.3
"4954",2008-07-24,26.77
"4955",2008-07-25,28.12
"4956",2008-07-26,28.85
"4957",2008-07-27,28.7
"4958",2008-07-28,27.43
"4959",2008-07-29,28.06
"4960",2008-07-30,28.08
"4961",2008-07-31,28.5
"4962",2008-08-01,29.76
"4963",2008-08-02,30.14
"4964",2008-08-03,29.09
"4965",2008-08-04,26.55
"4966",2008-08-05,27.64
"4967",2008-08-06,28.12
"4968",2008-08-07,29.16
"4969",2008-08-08,27.85
"4970",2008-08-09,26.11
"4971",2008-08-10,25.84
"4972",2008-08-11,26.83
"4973",2008-08-12,27.1
"4974",2008-08-13,27.29
"4975",2008-08-14,25.8
"4976",2008-08-15,28.08
"4977",2008-08-16,28.35
"4978",2008-08-17,28.11
"4979",2008-08-18,24.49
"4980",2008-08-19,18
"4981",2008-08-20,22.22
"4982",2008-08-21,22.11
"4983",2008-08-22,21.19
"4984",2008-08-23,22.62
"4985",2008-08-24,23.49
"4986",2008-08-25,24.64
"4987",2008-08-26,25.58
"4988",2008-08-27,26.88
"4989",2008-08-28,27.49
"4990",2008-08-29,25.88
"4991",2008-08-30,23.9
"4992",2008-08-31,21.26
"4993",2008-09-01,23.3
"4994",2008-09-02,23.36
"4995",2008-09-03,23.79
"4996",2008-09-04,23.7
"4997",2008-09-05,20.99
"4998",2008-09-06,25.39
"4999",2008-09-07,23.44
"5000",2008-09-08,21.57
"5001",2008-09-09,20.36
"5002",2008-09-10,21.59
"5003",2008-09-11,22.05
"5004",2008-09-12,22.74
"5005",2008-09-13,24.06
"5006",2008-09-14,24.95
"5007",2008-09-15,25.24
"5008",2008-09-16,26.95
"5009",2008-09-17,26.8
"5010",2008-09-18,25.92
"5011",2008-09-19,25.08
"5012",2008-09-20,26
"5013",2008-09-21,26.19
"5014",2008-09-22,24.21
"5015",2008-09-23,23
"5016",2008-09-24,22.13
"5017",2008-09-25,22.85
"5018",2008-09-26,24.95
"5019",2008-09-27,23.01
"5020",2008-09-28,20.6
"5021",2008-09-29,18.86
"5022",2008-09-30,17
"5023",2008-10-01,23.43
"5024",2008-10-02,26.76
"5025",2008-10-03,25.77
"5026",2008-10-04,22.72
"5027",2008-10-05,20.94
"5028",2008-10-06,21.45
"5029",2008-10-07,20.86
"5030",2008-10-08,22.69
"5031",2008-10-09,19.96
"5032",2008-10-10,22.8
"5033",2008-10-11,21.02
"5034",2008-10-12,22.89
"5035",2008-10-13,20.66
"5036",2008-10-14,21.37
"5037",2008-10-15,22
"5038",2008-10-16,21.25
"5039",2008-10-17,21.56
"5040",2008-10-18,23.29
"5041",2008-10-19,21.37
"5042",2008-10-20,19.43
"5043",2008-10-21,19.81
"5044",2008-10-22,19.3
"5045",2008-10-23,18.28
"5046",2008-10-24,14.17
"5047",2008-10-25,11.71
"5048",2008-10-26,17.48
"5049",2008-10-27,20.5
"5050",2008-10-28,17.74
"5051",2008-10-29,15.81
"5052",2008-10-30,15.26
"5053",2008-10-31,13.1
"5054",2008-11-01,11.79
"5055",2008-11-02,11.75
"5056",2008-11-03,13.27
"5057",2008-11-04,12.18
"5058",2008-11-05,13.47
"5059",2008-11-06,15.85
"5060",2008-11-07,18.54
"5061",2008-11-08,19.79
"5062",2008-11-09,15.74
"5063",2008-11-10,14.36
"5064",2008-11-11,12.72
"5065",2008-11-12,13.1
"5066",2008-11-13,15.01
"5067",2008-11-14,17.69
"5068",2008-11-15,18.02
"5069",2008-11-16,15.01
"5070",2008-11-17,14.62
"5071",2008-11-18,13.95
"5072",2008-11-19,10.93
"5073",2008-11-20,13.87
"5074",2008-11-21,14.76
"5075",2008-11-22,9.83
"5076",2008-11-23,11.36
"5077",2008-11-24,13.1
"5078",2008-11-25,17.68
"5079",2008-11-26,13.63
"5080",2008-11-27,15.74
"5081",2008-11-28,18.61
"5082",2008-11-29,16.92
"5083",2008-11-30,10.69
"5084",2008-12-01,11.9
"5085",2008-12-02,11.84
"5086",2008-12-03,13.07
"5087",2008-12-04,17.35
"5088",2008-12-05,17.95
"5089",2008-12-06,18.62
"5090",2008-12-07,13.91
"5091",2008-12-08,14.18
"5092",2008-12-09,16.2
"5093",2008-12-10,15.77
"5094",2008-12-11,12.33
"5095",2008-12-12,17.09
"5096",2008-12-13,17.01
"5097",2008-12-14,16.06
"5098",2008-12-15,16.11
"5099",2008-12-16,16.08
"5100",2008-12-17,16.81
"5101",2008-12-18,17.83
"5102",2008-12-19,19.02
"5103",2008-12-20,19.35
"5104",2008-12-21,18.71
"5105",2008-12-22,18.42
"5106",2008-12-23,17.28
"5107",2008-12-24,14.71
"5108",2008-12-25,13.53
"5109",2008-12-26,16.3
"5110",2008-12-27,18.33
"5111",2008-12-28,19.53
"5112",2008-12-29,18.56
"5113",2008-12-30,19.9
"5114",2008-12-31,20.58
"5115",2009-01-01,20.05
"5116",2009-01-02,19.2
"5117",2009-01-03,19.59
"5118",2009-01-04,18.51
"5119",2009-01-05,18.78
"5120",2009-01-06,18.4
"5121",2009-01-07,18.74
"5122",2009-01-08,21.37
"5123",2009-01-09,20.37
"5124",2009-01-10,19.8
"5125",2009-01-11,19.53
"5126",2009-01-12,17.68
"5127",2009-01-13,17.03
"5128",2009-01-14,20.03
"5129",2009-01-15,18.74
"5130",2009-01-16,16.48
"5131",2009-01-17,14.86
"5132",2009-01-18,14.78
"5133",2009-01-19,13.85
"5134",2009-01-20,14.76
"5135",2009-01-21,15.23
"5136",2009-01-22,14.96
"5137",2009-01-23,13.91
"5138",2009-01-24,14.42
"5139",2009-01-25,15.18
"5140",2009-01-26,14.51
"5141",2009-01-27,13.88
"5142",2009-01-28,15.31
"5143",2009-01-29,14.91
"5144",2009-01-30,12.69
"5145",2009-01-31,16.2
"5146",2009-02-01,15.62
"5147",2009-02-02,11.22
"5148",2009-02-03,14.5
"5149",2009-02-04,16.08
"5150",2009-02-05,14.14
"5151",2009-02-06,13.21
"5152",2009-02-07,12.87
"5153",2009-02-08,13.74
"5154",2009-02-09,14.24
"5155",2009-02-10,14.71
"5156",2009-02-11,14.89
"5157",2009-02-12,16.19
"5158",2009-02-13,15.37
"5159",2009-02-14,14.9
"5160",2009-02-15,15.17
"5161",2009-02-16,17.12
"5162",2009-02-17,18.67
"5163",2009-02-18,18.53
"5164",2009-02-19,17.09
"5165",2009-02-20,18.95
"5166",2009-02-21,18.45
"5167",2009-02-22,18.33
"5168",2009-02-23,17.2
"5169",2009-02-24,17.28
"5170",2009-02-25,18.11
"5171",2009-02-26,18.19
"5172",2009-02-27,18.66
"5173",2009-02-28,19.87
"5174",2009-03-01,17.26
"5175",2009-03-02,17.67
"5176",2009-03-03,16.68
"5177",2009-03-04,14.81
"5178",2009-03-05,15.83
"5179",2009-03-06,16.46
"5180",2009-03-07,17.35
"5181",2009-03-08,19.13
"5182",2009-03-09,18.65
"5183",2009-03-10,19.99
"5184",2009-03-11,19.8
"5185",2009-03-12,20.03
"5186",2009-03-13,20.33
"5187",2009-03-14,21.09
"5188",2009-03-15,21.39
"5189",2009-03-16,22.99
"5190",2009-03-17,20.36
"5191",2009-03-18,18.97
"5192",2009-03-19,20.21
"5193",2009-03-20,22.15
"5194",2009-03-21,19.95
"5195",2009-03-22,22.25
"5196",2009-03-23,21.11
"5197",2009-03-24,21.31
"5198",2009-03-25,20.46
"5199",2009-03-26,20
"5200",2009-03-27,19.34
"5201",2009-03-28,19.39
"5202",2009-03-29,18.88
"5203",2009-03-30,23.06
"5204",2009-03-31,21.59
"5205",2009-04-01,20.7
"5206",2009-04-02,22.51
"5207",2009-04-03,20.74
"5208",2009-04-04,24.84
"5209",2009-04-05,24.71
"5210",2009-04-06,22.37
"5211",2009-04-07,22.97
"5212",2009-04-08,22.5
"5213",2009-04-09,22.01
"5214",2009-04-10,19.3
"5215",2009-04-11,19.47
"5216",2009-04-12,21.14
"5217",2009-04-13,21.41
"5218",2009-04-14,20.99
"5219",2009-04-15,22.62
"5220",2009-04-16,22.01
"5221",2009-04-17,22.21
"5222",2009-04-18,21.62
"5223",2009-04-19,21.28
"5224",2009-04-20,19.86
"5225",2009-04-21,21.03
"5226",2009-04-22,20.9
"5227",2009-04-23,21.3
"5228",2009-04-24,21.18
"5229",2009-04-25,22.2
"5230",2009-04-26,21.88
"5231",2009-04-27,21.57
"5232",2009-04-28,21.29
"5233",2009-04-29,21.37
"5234",2009-04-30,20.81
"5235",2009-05-01,20.97
"5236",2009-05-02,20.68
"5237",2009-05-03,20.23
"5238",2009-05-04,20.7
"5239",2009-05-05,20.44
"5240",2009-05-06,20.57
"5241",2009-05-07,21.12
"5242",2009-05-08,21.04
"5243",2009-05-09,21.68
"5244",2009-05-10,21.82
"5245",2009-05-11,21.71
"5246",2009-05-12,22.16
"5247",2009-05-13,20.98
"5248",2009-05-14,19.91
"5249",2009-05-15,21.19
"5250",2009-05-16,20.62
"5251",2009-05-17,20.36
"5252",2009-05-18,18.66
"5253",2009-05-19,16.84
"5254",2009-05-20,17.29
"5255",2009-05-21,19.91
"5256",2009-05-22,18.15
"5257",2009-05-23,18.43
"5258",2009-05-24,20.53
"5259",2009-05-25,20.78
"5260",2009-05-26,18.14
"5261",2009-05-27,18.46
"5262",2009-05-28,20.61
"5263",2009-05-29,20.96
"5264",2009-05-30,23.29
"5265",2009-05-31,23.62
"5266",2009-06-01,24
"5267",2009-06-02,23.62
"5268",2009-06-03,24.96
"5269",2009-06-04,24.67
"5270",2009-06-05,23.54
"5271",2009-06-06,25.64
"5272",2009-06-07,25.4
"5273",2009-06-08,25.33
"5274",2009-06-09,25.54
"5275",2009-06-10,26.9
"5276",2009-06-11,28
"5277",2009-06-12,28.24
"5278",2009-06-13,27.92
"5279",2009-06-14,28.7
"5280",2009-06-15,28.01
"5281",2009-06-16,28.18
"5282",2009-06-17,28.51
"5283",2009-06-18,27.12
"5284",2009-06-19,28.11
"5285",2009-06-20,30.01
"5286",2009-06-21,28.5
"5287",2009-06-22,28.43
"5288",2009-06-23,25.66
"5289",2009-06-24,28.01
"5290",2009-06-25,29.53
"5291",2009-06-26,28.53
"5292",2009-06-27,28.66
"5293",2009-06-28,28.69
"5294",2009-06-29,24.41
"5295",2009-06-30,25.53
"5296",2009-07-01,24.21
"5297",2009-07-02,24.35
"5298",2009-07-03,27.98
"5299",2009-07-04,29.11
"5300",2009-07-05,28.92
"5301",2009-07-06,29.03
"5302",2009-07-07,29.17
"5303",2009-07-08,29.15
"5304",2009-07-09,28.65
"5305",2009-07-10,29.62
"5306",2009-07-11,29.04
"5307",2009-07-12,29.89
"5308",2009-07-13,30
"5309",2009-07-14,30.81
"5310",2009-07-15,30.63
"5311",2009-07-16,31.43
"5312",2009-07-17,31.18
"5313",2009-07-18,31.94
"5314",2009-07-19,29.74
"5315",2009-07-20,29.9
"5316",2009-07-21,29.95
"5317",2009-07-22,30.1
"5318",2009-07-23,30.43
"5319",2009-07-24,29.95
"5320",2009-07-25,28.85
"5321",2009-07-26,30.24
"5322",2009-07-27,29.9
"5323",2009-07-28,29
"5324",2009-07-29,28.29
"5325",2009-07-30,28.33
"5326",2009-07-31,29.5
"5327",2009-08-01,29.8
"5328",2009-08-02,30.13
"5329",2009-08-03,30.44
"5330",2009-08-04,29.94
"5331",2009-08-05,29.34
"5332",2009-08-06,28.15
"5333",2009-08-07,28.72
"5334",2009-08-08,29.11
"5335",2009-08-09,29
"5336",2009-08-10,28
"5337",2009-08-11,29.75
"5338",2009-08-12,29.58
"5339",2009-08-13,28.99
"5340",2009-08-14,29.88
"5341",2009-08-15,24.8
"5342",2009-08-16,26.8
"5343",2009-08-17,26.5
"5344",2009-08-18,26.65
"5345",2009-08-19,26.03
"5346",2009-08-20,27.5
"5347",2009-08-21,26.78
"5348",2009-08-22,28.17
"5349",2009-08-23,30.01
"5350",2009-08-24,30.17
"5351",2009-08-25,28.26
"5352",2009-08-26,27.69
"5353",2009-08-27,27.38
"5354",2009-08-28,27.97
"5355",2009-08-29,27.44
"5356",2009-08-30,30.42
"5357",2009-08-31,28.26
"5358",2009-09-01,29.9
"5359",2009-09-02,29.48
"5360",2009-09-03,29.29
"5361",2009-09-04,28.72
"5362",2009-09-05,28.02
"5363",2009-09-06,29.22
"5364",2009-09-07,29.35
"5365",2009-09-08,28.81
"5366",2009-09-09,27.45
"5367",2009-09-10,26.86
"5368",2009-09-11,28.46
"5369",2009-09-12,26.75
"5370",2009-09-13,27.26
"5371",2009-09-14,27.13
"5372",2009-09-15,28.35
"5373",2009-09-16,28.68
"5374",2009-09-17,28.19
"5375",2009-09-18,27.51
"5376",2009-09-19,26.36
"5377",2009-09-20,26.86
"5378",2009-09-21,27.37
"5379",2009-09-22,28.69
"5380",2009-09-23,27.7
"5381",2009-09-24,27.34
"5382",2009-09-25,28.36
"5383",2009-09-26,29.32
"5384",2009-09-27,27.48
"5385",2009-09-28,29.58
"5386",2009-09-29,29.8
"5387",2009-09-30,28.69
"5388",2009-10-01,29.05
"5389",2009-10-02,28.52
"5390",2009-10-03,29.69
"5391",2009-10-04,28.88
"5392",2009-10-05,28.14
"5393",2009-10-06,28.6
"5394",2009-10-07,29.04
"5395",2009-10-08,28.7
"5396",2009-10-09,29.32
"5397",2009-10-10,29.62
"5398",2009-10-11,29.47
"5399",2009-10-12,28.86
"5400",2009-10-13,28.78
"5401",2009-10-14,29.76
"5402",2009-10-15,28.53
"5403",2009-10-16,26.82
"5404",2009-10-17,25
"5405",2009-10-18,24.56
"5406",2009-10-19,20.28
"5407",2009-10-20,17.78
"5408",2009-10-21,17.72
"5409",2009-10-22,17.46
"5410",2009-10-23,18.48
"5411",2009-10-24,18.9
"5412",2009-10-25,19.95
"5413",2009-10-26,19.61
"5414",2009-10-27,18.69
"5415",2009-10-28,19.97
"5416",2009-10-29,19.71
"5417",2009-10-30,19.74
"5418",2009-10-31,21.56
"5419",2009-11-01,22.5
"5420",2009-11-02,23.01
"5421",2009-11-03,20.82
"5422",2009-11-04,19.86
"5423",2009-11-05,20.06
"5424",2009-11-06,19.63
"5425",2009-11-07,18.53
"5426",2009-11-08,18.57
"5427",2009-11-09,17.29
"5428",2009-11-10,16.46
"5429",2009-11-11,16.54
"5430",2009-11-12,15.78
"5431",2009-11-13,16.37
"5432",2009-11-14,16.25
"5433",2009-11-15,16.77
"5434",2009-11-16,16.14
"5435",2009-11-17,16.46
"5436",2009-11-18,18.89
"5437",2009-11-19,17.62
"5438",2009-11-20,17.13
"5439",2009-11-21,17.05
"5440",2009-11-22,17.28
"5441",2009-11-23,18.08
"5442",2009-11-24,17.29
"5443",2009-11-25,12.81
"5444",2009-11-26,11.55
"5445",2009-11-27,16
"5446",2009-11-28,15.01
"5447",2009-11-29,16.89
"5448",2009-11-30,19.83
"5449",2009-12-01,18.37
"5450",2009-12-02,12.83
"5451",2009-12-03,10.38
"5452",2009-12-04,9.64
"5453",2009-12-05,6.64
"5454",2009-12-06,8.88
"5455",2009-12-07,13.35
"5456",2009-12-08,15.58
"5457",2009-12-09,15.4
"5458",2009-12-10,14.96
"5459",2009-12-11,18.98
"5460",2009-12-12,16.96
"5461",2009-12-13,16.41
"5462",2009-12-14,18.32
"5463",2009-12-15,17.05
"5464",2009-12-16,17.7
"5465",2009-12-17,17.11
"5466",2009-12-18,16.1
"5467",2009-12-19,20.43
"5468",2009-12-20,19.61
"5469",2009-12-21,17.99
"5470",2009-12-22,16.59
"5471",2009-12-23,14.9
"5472",2009-12-24,14.86
"5473",2009-12-25,13.11
"5474",2009-12-26,15.59
"5475",2009-12-27,16.2
"5476",2009-12-28,17.18
"5477",2009-12-29,16.9
"5478",2009-12-30,15.24
"5479",2009-12-31,15.98
"5480",2010-01-01,12.07
"5481",2010-01-02,15.47
"5482",2010-01-03,15.75
"5483",2010-01-04,14.91
"5484",2010-01-05,13.89
"5485",2010-01-06,12.98
"5486",2010-01-07,12.46
"5487",2010-01-08,11.24
"5488",2010-01-09,8.44
"5489",2010-01-10,9.93
"5490",2010-01-11,9.56
"5491",2010-01-12,9.21
"5492",2010-01-13,8.95
"5493",2010-01-14,8.4
"5494",2010-01-15,7.79
"5495",2010-01-16,6.34
"5496",2010-01-17,7.07
"5497",2010-01-18,9.61
"5498",2010-01-19,11.27
"5499",2010-01-20,12.22
"5500",2010-01-21,10.12
"5501",2010-01-22,7.96
"5502",2010-01-23,8.29
"5503",2010-01-24,10
"5504",2010-01-25,10.09
"5505",2010-01-26,15.84
"5506",2010-01-27,16.59
"5507",2010-01-28,15.9
"5508",2010-01-29,15.4
"5509",2010-01-30,14.15
"5510",2010-01-31,13.82
"5511",2010-02-01,10.24
"5512",2010-02-02,8.21
"5513",2010-02-03,12.2
"5514",2010-02-04,14.55
"5515",2010-02-05,13.2
"5516",2010-02-06,14.85
"5517",2010-02-07,18
"5518",2010-02-08,17.22
"5519",2010-02-09,13.59
"5520",2010-02-10,14.95
"5521",2010-02-11,16.95
"5522",2010-02-12,13.86
"5523",2010-02-13,11.02
"5524",2010-02-14,11.52
"5525",2010-02-15,11.66
"5526",2010-02-16,11.45
"5527",2010-02-17,11.31
"5528",2010-02-18,10.87
"5529",2010-02-19,10.42
"5530",2010-02-20,9.93
"5531",2010-02-21,10.31
"5532",2010-02-22,9.01
"5533",2010-02-23,6.38
"5534",2010-02-24,7.02
"5535",2010-02-25,13.39
"5536",2010-02-26,14.85
"5537",2010-02-27,11.16
"5538",2010-02-28,12.6
"5539",2010-03-01,12.88
"5540",2010-03-02,11.56
"5541",2010-03-03,14.77
"5542",2010-03-04,14.23
"5543",2010-03-05,13.06
"5544",2010-03-06,13.84
"5545",2010-03-07,12.08
"5546",2010-03-08,11.13
"5547",2010-03-09,12.05
"5548",2010-03-10,12.89
"5549",2010-03-11,10.4
"5550",2010-03-12,7.32
"5551",2010-03-13,12.9
"5552",2010-03-14,17.4
"5553",2010-03-15,16.92
"5554",2010-03-16,16.43
"5555",2010-03-17,15.93
"5556",2010-03-18,16.79
"5557",2010-03-19,16.32
"5558",2010-03-20,14.89
"5559",2010-03-21,13.16
"5560",2010-03-22,12.82
"5561",2010-03-23,15.7
"5562",2010-03-24,16.12
"5563",2010-03-25,15.59
"5564",2010-03-26,12.36
"5565",2010-03-27,17.57
"5566",2010-03-28,16.46
"5567",2010-03-29,14.26
"5568",2010-03-30,19.85
"5569",2010-03-31,20.07
"5570",2010-04-01,19.78
"5571",2010-04-02,19.82
"5572",2010-04-03,20.28
"5573",2010-04-04,20.21
"5574",2010-04-05,21.73
"5575",2010-04-06,22.15
"5576",2010-04-07,22.92
"5577",2010-04-08,22.12
"5578",2010-04-09,19.72
"5579",2010-04-10,22.6
"5580",2010-04-11,18.27
"5581",2010-04-12,19.98
"5582",2010-04-13,21.04
"5583",2010-04-14,21.37
"5584",2010-04-15,21.52
"5585",2010-04-16,20.4
"5586",2010-04-17,18.23
"5587",2010-04-18,16.81
"5588",2010-04-19,14.9
"5589",2010-04-20,19.65
"5590",2010-04-21,21.35
"5591",2010-04-22,22.39
"5592",2010-04-23,23.32
"5593",2010-04-24,22.9
"5594",2010-04-25,20.94
"5595",2010-04-26,18.39
"5596",2010-04-27,23.93
"5597",2010-04-28,23.95
"5598",2010-04-29,23.53
"5599",2010-04-30,22.78
"5600",2010-05-01,22.04
"5601",2010-05-02,22.07
"5602",2010-05-03,23.42
"5603",2010-05-04,24.12
"5604",2010-05-05,24.56
"5605",2010-05-06,24.67
"5606",2010-05-07,26.93
"5607",2010-05-08,26.83
"5608",2010-05-09,24.92
"5609",2010-05-10,26.06
"5610",2010-05-11,25.03
"5611",2010-05-12,24.69
"5612",2010-05-13,24.3
"5613",2010-05-14,23.92
"5614",2010-05-15,23.5
"5615",2010-05-16,20.87
"5616",2010-05-17,20.87
"5617",2010-05-18,25.22
"5618",2010-05-19,23.22
"5619",2010-05-20,25.6
"5620",2010-05-21,25.85
"5621",2010-05-22,26.28
"5622",2010-05-23,26.12
"5623",2010-05-24,25.87
"5624",2010-05-25,24.31
"5625",2010-05-26,26.34
"5626",2010-05-27,25.45
"5627",2010-05-28,23.87
"5628",2010-05-29,24.36
"5629",2010-05-30,24.02
"5630",2010-05-31,23
"5631",2010-06-01,21.5
"5632",2010-06-02,22.65
"5633",2010-06-03,24.54
"5634",2010-06-04,25.46
"5635",2010-06-05,26.19
"5636",2010-06-06,27.39
"5637",2010-06-07,22.97
"5638",2010-06-08,25.63
"5639",2010-06-09,27.67
"5640",2010-06-10,27.71
"5641",2010-06-11,26.98
"5642",2010-06-12,27.43
"5643",2010-06-13,26.55
"5644",2010-06-14,27.95
"5645",2010-06-15,28.21
"5646",2010-06-16,29.3
"5647",2010-06-17,30.02
"5648",2010-06-18,29.08
"5649",2010-06-19,28.7
"5650",2010-06-20,30.07
"5651",2010-06-21,29.52
"5652",2010-06-22,28.58
"5653",2010-06-23,27.96
"5654",2010-06-24,27.69
"5655",2010-06-25,27.41
"5656",2010-06-26,26.94
"5657",2010-06-27,28.45
"5658",2010-06-28,27.61
"5659",2010-06-29,27.33
"5660",2010-06-30,24.86
"5661",2010-07-01,24.74
"5662",2010-07-02,24.68
"5663",2010-07-03,21.59
"5664",2010-07-04,22.11
"5665",2010-07-05,20.89
"5666",2010-07-06,21.58
"5667",2010-07-07,24.77
"5668",2010-07-08,27.36
"5669",2010-07-09,29
"5670",2010-07-10,27.69
"5671",2010-07-11,26.32
"5672",2010-07-12,28.8
"5673",2010-07-13,29.59
"5674",2010-07-14,25
"5675",2010-07-15,25.58
"5676",2010-07-16,26.26
"5677",2010-07-17,28.08
"5678",2010-07-18,27.44
"5679",2010-07-19,26.91
"5680",2010-07-20,26.67
"5681",2010-07-21,26.67
"5682",2010-07-22,26.81
"5683",2010-07-23,22.23
"5684",2010-07-24,26
"5685",2010-07-25,26.78
"5686",2010-07-26,29.37
"5687",2010-07-27,29.03
"5688",2010-07-28,29.93
"5689",2010-07-29,29.78
"5690",2010-07-30,28.77
"5691",2010-07-31,29.53
"5692",2010-08-01,29.95
"5693",2010-08-02,29.24
"5694",2010-08-03,27.43
"5695",2010-08-04,28.11
"5696",2010-08-05,28.07
"5697",2010-08-06,29.06
"5698",2010-08-07,28.07
"5699",2010-08-08,24.97
"5700",2010-08-09,26.48
"5701",2010-08-10,24.05
"5702",2010-08-11,24.74
"5703",2010-08-12,28.45
"5704",2010-08-13,29.42
"5705",2010-08-14,28.97
"5706",2010-08-15,28.16
"5707",2010-08-16,26.57
"5708",2010-08-17,26.65
"5709",2010-08-18,28.55
"5710",2010-08-19,26.59
"5711",2010-08-20,29.13
"5712",2010-08-21,25.56
"5713",2010-08-22,27.82
"5714",2010-08-23,27.08
"5715",2010-08-24,25.28
"5716",2010-08-25,24.36
"5717",2010-08-26,24.48
"5718",2010-08-27,28.15
"5719",2010-08-28,27.86
"5720",2010-08-29,26.48
"5721",2010-08-30,24.86
"5722",2010-08-31,25.83
"5723",2010-09-01,24.53
"5724",2010-09-02,27.03
"5725",2010-09-03,26.57
"5726",2010-09-04,26.96
"5727",2010-09-05,26.82
"5728",2010-09-06,23.49
"5729",2010-09-07,20.49
"5730",2010-09-08,25.45
"5731",2010-09-09,27.38
"5732",2010-09-10,27.71
"5733",2010-09-11,28.52
"5734",2010-09-12,28.72
"5735",2010-09-13,27.11
"5736",2010-09-14,27.35
"5737",2010-09-15,26.79
"5738",2010-09-16,26.13
"5739",2010-09-17,25.42
"5740",2010-09-18,25.45
"5741",2010-09-19,24.79
"5742",2010-09-20,24.9
"5743",2010-09-21,24.08
"5744",2010-09-22,22.3
"5745",2010-09-23,23.03
"5746",2010-09-24,22.44
"5747",2010-09-25,22.98
"5748",2010-09-26,25.17
"5749",2010-09-27,23.5
"5750",2010-09-28,19.85
"5751",2010-09-29,17.31
"5752",2010-09-30,24.3
"5753",2010-10-01,26.75
"5754",2010-10-02,26.63
"5755",2010-10-03,25.56
"5756",2010-10-04,24.72
"5757",2010-10-05,22.97
"5758",2010-10-06,22.84
"5759",2010-10-07,22.04
"5760",2010-10-08,22.52
"5761",2010-10-09,23.27
"5762",2010-10-10,24.05
"5763",2010-10-11,23.51
"5764",2010-10-12,22.8
"5765",2010-10-13,23.03
"5766",2010-10-14,20.22
"5767",2010-10-15,24.2
"5768",2010-10-16,24.3
"5769",2010-10-17,23.77
