"","date","LZ40_WNDS_MPH"
"4225",2011-07-26,8.11
"4226",2011-07-27,10.2
"4227",2011-07-28,12.96
"4228",2011-07-29,10.83
"4229",2011-07-30,9.88
"4230",2011-07-31,8.9
"4231",2011-08-01,7.61
"4232",2011-08-02,6.69
"4233",2011-08-03,8.44
"4234",2011-08-04,8.76
"4235",2011-08-05,8.33
"4236",2011-08-06,8.2
"4237",2011-08-07,12.93
"4238",2011-08-08,13.04
"4239",2011-08-09,13.37
"4240",2011-08-10,15.29
"4241",2011-08-11,10.13
"4242",2011-08-12,6.79
"4243",2011-08-13,9.09
"4244",2011-08-14,7.75
"4245",2011-08-15,9.88
"4246",2011-08-16,8.99
"4247",2011-08-17,8.09
"4248",2011-08-18,7.21
"4249",2011-08-19,9.66
"4250",2011-08-20,7.89
"4251",2011-08-21,9.2
"4252",2011-08-22,7.83
"4253",2011-08-23,6.64
"4254",2011-08-24,14.44
"4255",2011-08-25,22.82
"4256",2011-08-26,17.23
"4257",2011-08-27,14.37
"4258",2011-08-28,14.16
"4259",2011-08-29,14.5
"4260",2011-08-30,10.1
"4261",2011-08-31,11.63
"4262",2011-09-01,9.96
"4263",2011-09-02,12.26
"4264",2011-09-03,10.38
"4265",2011-09-04,8.54
"4266",2011-09-05,12.36
"4267",2011-09-06,16.23
"4268",2011-09-07,8.02
"4269",2011-09-08,8.31
"4270",2011-09-09,7.24
"4271",2011-09-10,5.53
"4272",2011-09-11,6.75
"4273",2011-09-12,7.39
"4274",2011-09-13,8.11
"4275",2011-09-14,9.68
"4276",2011-09-15,6.69
"4277",2011-09-16,7.72
"4278",2011-09-17,12.26
"4279",2011-09-18,11.57
"4280",2011-09-19,8.76
"4281",2011-09-20,9.79
"4282",2011-09-21,12.52
"4283",2011-09-22,9.27
"4284",2011-09-23,6.29
"4285",2011-09-24,4.91
"4286",2011-09-25,7.48
"4287",2011-09-26,10.24
"4288",2011-09-27,7.45
"4289",2011-09-28,7.3
"4290",2011-09-29,7.36
"4291",2011-09-30,8.43
"4292",2011-10-01,13.23
"4293",2011-10-02,14.26
"4294",2011-10-03,11.06
"4295",2011-10-04,12.94
"4296",2011-10-05,16.27
"4297",2011-10-06,15.85
"4298",2011-10-07,20.62
"4299",2011-10-08,19.21
"4300",2011-10-09,15.86
"4301",2011-10-10,4.76
"4302",2011-10-11,8.1
"4303",2011-10-12,6.83
"4304",2011-10-13,5.57
"4305",2011-10-14,9.9
"4306",2011-10-15,15.9
"4307",2011-10-16,17.23
"4308",2011-10-17,9.78
"4309",2011-10-18,15.2
"4310",2011-10-19,19.1
"4311",2011-10-20,10.91
"4312",2011-10-21,11.62
"4313",2011-10-22,19.27
"4314",2011-10-23,17.05
"4315",2011-10-24,15
"4316",2011-10-25,15.04
"4317",2011-10-26,7.09
"4318",2011-10-27,6.28
"4319",2011-10-28,6.8
"4320",2011-10-29,14.57
"4321",2011-10-30,21.63
"4322",2011-10-31,14.23
"4323",2011-11-01,21.71
"4324",2011-11-02,15.6
"4325",2011-11-03,6.93
"4326",2011-11-04,15.65
"4327",2011-11-05,21.19
"4328",2011-11-06,14.61
"4329",2011-11-07,13.27
"4330",2011-11-08,12.36
"4331",2011-11-09,13.3
"4332",2011-11-10,12.04
"4333",2011-11-11,20.08
"4334",2011-11-12,14.26
"4335",2011-11-13,9.39
"4336",2011-11-14,8.22
"4337",2011-11-15,6.7
"4338",2011-11-16,6.36
"4339",2011-11-17,6.21
"4340",2011-11-18,20.77
"4341",2011-11-19,14.03
"4342",2011-11-20,12.33
"4343",2011-11-21,9.15
"4344",2011-11-22,8.62
"4345",2011-11-23,8.43
"4346",2011-11-24,17.86
"4347",2011-11-25,15.35
"4348",2011-11-26,14.32
"4349",2011-11-27,12.97
"4350",2011-11-28,13.12
"4351",2011-11-29,13.63
"4352",2011-11-30,9.84
"4353",2011-12-01,18.24
"4354",2011-12-02,16.25
"4355",2011-12-03,14.09
"4356",2011-12-04,10.41
"4357",2011-12-05,8.57
"4358",2011-12-06,7.56
"4359",2011-12-07,9.12
"4360",2011-12-08,15.47
"4361",2011-12-09,10.19
"4362",2011-12-10,13.77
"4363",2011-12-11,12.56
"4364",2011-12-12,10.26
"4365",2011-12-13,14.42
"4366",2011-12-14,15.05
"4367",2011-12-15,9.37
"4368",2011-12-16,6.35
"4369",2011-12-17,5.06
"4370",2011-12-18,17.83
"4371",2011-12-19,14.41
"4372",2011-12-20,12.05
"4373",2011-12-21,9.12
"4374",2011-12-22,8.54
"4375",2011-12-23,5.42
"4376",2011-12-24,7.07
"4377",2011-12-25,6.35
"4378",2011-12-26,7.23
"4379",2011-12-27,14.6
"4380",2011-12-28,14.53
"4381",2011-12-29,10.22
"4382",2011-12-30,7.53
"4383",2011-12-31,5.01
"4384",2012-01-01,4.13
"4385",2012-01-02,13.68
"4386",2012-01-03,22.61
"4387",2012-01-04,14.6
"4388",2012-01-05,8.58
"4389",2012-01-06,4.19
"4390",2012-01-07,4.89
"4391",2012-01-08,5.25
"4392",2012-01-09,6.21
"4393",2012-01-10,6.24
"4394",2012-01-11,9.36
"4395",2012-01-12,6.63
"4396",2012-01-13,10.34
"4397",2012-01-14,17.06
"4398",2012-01-15,9.57
"4399",2012-01-16,11.41
"4400",2012-01-17,6.79
"4401",2012-01-18,5.73
"4402",2012-01-19,11.63
"4403",2012-01-20,8.07
"4404",2012-01-21,4.93
"4405",2012-01-22,6.77
"4406",2012-01-23,6.37
"4407",2012-01-24,6.73
"4408",2012-01-25,8.69
"4409",2012-01-26,9.85
"4410",2012-01-27,11.45
"4411",2012-01-28,9.17
"4412",2012-01-29,17.08
"4413",2012-01-30,19.95
"4414",2012-01-31,12.89
"4415",2012-02-01,8.31
"4416",2012-02-02,6.23
"4417",2012-02-03,10.85
"4418",2012-02-04,12.23
"4419",2012-02-05,7.14
"4420",2012-02-06,9.61
"4421",2012-02-07,12.08
"4422",2012-02-08,13.7
"4423",2012-02-09,17.2
"4424",2012-02-10,9.36
"4425",2012-02-11,20.89
"4426",2012-02-12,22.93
"4427",2012-02-13,14.59
"4428",2012-02-14,7.09
"4429",2012-02-15,5.88
"4430",2012-02-16,5.5
"4431",2012-02-17,4.24
"4432",2012-02-18,4.94
"4433",2012-02-19,15.86
"4434",2012-02-20,16.39
"4435",2012-02-21,9.46
"4436",2012-02-22,6.89
"4437",2012-02-23,8.86
"4438",2012-02-24,11.83
"4439",2012-02-25,15.24
"4440",2012-02-26,15.15
"4441",2012-02-27,9.23
"4442",2012-02-28,8.68
"4443",2012-02-29,9.48
"4444",2012-03-01,5.16
"4445",2012-03-02,6.65
"4446",2012-03-03,13.88
"4447",2012-03-04,23.8
"4448",2012-03-05,17.01
"4449",2012-03-06,17.12
"4450",2012-03-07,14.86
"4451",2012-03-08,11.67
"4452",2012-03-09,7.75
"4453",2012-03-10,8.6
"4454",2012-03-11,13.42
"4455",2012-03-12,15.02
"4456",2012-03-13,11.48
"4457",2012-03-14,11.39
"4458",2012-03-15,13.52
"4459",2012-03-16,12.13
"4460",2012-03-17,10.51
"4461",2012-03-18,12.56
"4462",2012-03-19,12.49
"4463",2012-03-20,14.95
"4464",2012-03-21,17.11
"4465",2012-03-22,13.25
"4466",2012-03-23,10.01
"4467",2012-03-24,9.73
"4468",2012-03-25,18.05
"4469",2012-03-26,11.85
"4470",2012-03-27,14.72
"4471",2012-03-28,13.34
"4472",2012-03-29,8.88
"4473",2012-03-30,9.55
"4474",2012-03-31,11.87
"4475",2012-04-01,9.72
"4476",2012-04-02,7.01
"4477",2012-04-03,7.94
"4478",2012-04-04,8.29
"4479",2012-04-05,14.15
"4480",2012-04-06,17.6
"4481",2012-04-07,21.96
"4482",2012-04-08,13.54
"4483",2012-04-09,9.76
"4484",2012-04-10,8.12
"4485",2012-04-11,9.87
"4486",2012-04-12,13.98
"4487",2012-04-13,15.02
"4488",2012-04-14,18.53
"4489",2012-04-15,15.04
"4490",2012-04-16,13.63
"4491",2012-04-17,12.71
"4492",2012-04-18,9.55
"4493",2012-04-19,8.76
"4494",2012-04-20,10.71
"4495",2012-04-21,18.53
"4496",2012-04-22,20.2
"4497",2012-04-23,21.17
"4498",2012-04-24,15.73
"4499",2012-04-25,8.63
"4500",2012-04-26,6.78
"4501",2012-04-27,6.79
"4502",2012-04-28,9.39
"4503",2012-04-29,11.77
"4504",2012-04-30,20.12
"4505",2012-05-01,15.34
"4506",2012-05-02,13.29
"4507",2012-05-03,12.25
"4508",2012-05-04,9.11
"4509",2012-05-05,7.67
"4510",2012-05-06,8.39
"4511",2012-05-07,7.03
"4512",2012-05-08,8.78
"4513",2012-05-09,10.6
"4514",2012-05-10,10.61
"4515",2012-05-11,15.66
"4516",2012-05-12,16.67
"4517",2012-05-13,12.76
"4518",2012-05-14,7.04
"4519",2012-05-15,6.74
"4520",2012-05-16,6.76
"4521",2012-05-17,9.73
"4522",2012-05-18,8.91
"4523",2012-05-19,8.22
"4524",2012-05-20,9.29
"4525",2012-05-21,9.11
"4526",2012-05-22,12.21
"4527",2012-05-23,11.86
"4528",2012-05-24,11.31
"4529",2012-05-25,8.47
"4530",2012-05-26,9.24
"4531",2012-05-27,14.9
"4532",2012-05-28,15.72
"4533",2012-05-29,13.06
"4534",2012-05-30,11.73
"4535",2012-05-31,8.55
"4536",2012-06-01,15.11
"4537",2012-06-02,13.48
"4538",2012-06-03,10.39
"4539",2012-06-04,13.24
"4540",2012-06-05,11.42
"4541",2012-06-06,9.2
"4542",2012-06-07,11.04
"4543",2012-06-08,7.14
"4544",2012-06-09,9.89
"4545",2012-06-10,10.3
"4546",2012-06-11,10.21
"4547",2012-06-12,9.47
"4548",2012-06-13,8.98
"4549",2012-06-14,7.89
"4550",2012-06-15,11.28
"4551",2012-06-16,16.05
"4552",2012-06-17,14.54
"4553",2012-06-18,15.45
"4554",2012-06-19,18.25
"4555",2012-06-20,15.76
"4556",2012-06-21,11.03
"4557",2012-06-22,9.58
"4558",2012-06-23,12.63
"4559",2012-06-24,20.72
"4560",2012-06-25,19.21
"4561",2012-06-26,23.74
"4562",2012-06-27,17.41
"4563",2012-06-28,8.73
"4564",2012-06-29,6.26
"4565",2012-06-30,8.58
"4566",2012-07-01,7.84
"4567",2012-07-02,7.69
"4568",2012-07-03,7.14
"4569",2012-07-04,7.48
"4570",2012-07-05,8.11
"4571",2012-07-06,7.01
"4572",2012-07-07,8.98
"4573",2012-07-08,7.07
"4574",2012-07-09,7.9
"4575",2012-07-10,9.24
"4576",2012-07-11,10.7
"4577",2012-07-12,7.36
"4578",2012-07-13,11.77
"4579",2012-07-14,13.72
"4580",2012-07-15,9.46
"4581",2012-07-16,9.28
"4582",2012-07-17,10.1
"4583",2012-07-18,7.38
"4584",2012-07-19,8.96
"4585",2012-07-20,10.25
"4586",2012-07-21,12.48
"4587",2012-07-22,13.51
"4588",2012-07-23,11.13
"4589",2012-07-24,7.13
"4590",2012-07-25,7.09
"4591",2012-07-26,8.34
"4592",2012-07-27,9.64
"4593",2012-07-28,7.94
"4594",2012-07-29,9.22
"4595",2012-07-30,7.07
"4596",2012-07-31,7.44
"4597",2012-08-01,8
"4598",2012-08-02,5.69
"4599",2012-08-03,9.09
"4600",2012-08-04,8.33
"4601",2012-08-05,11.11
"4602",2012-08-06,12.36
"4603",2012-08-07,11.74
"4604",2012-08-08,9.09
"4605",2012-08-09,9.73
"4606",2012-08-10,9.27
"4607",2012-08-11,9.42
"4608",2012-08-12,6.83
"4609",2012-08-13,5.16
"4610",2012-08-14,6.59
"4611",2012-08-15,6.49
"4612",2012-08-16,8.51
"4613",2012-08-17,8.51
"4614",2012-08-18,9.84
"4615",2012-08-19,10.95
"4616",2012-08-20,9.7
"4617",2012-08-21,9.79
"4618",2012-08-22,9.91
"4619",2012-08-23,7.27
"4620",2012-08-24,14.06
"4621",2012-08-25,20.07
"4622",2012-08-26,26.94
"4623",2012-08-27,22.71
"4624",2012-08-28,14.36
"4625",2012-08-29,8.55
"4626",2012-08-30,8.08
"4627",2012-08-31,7.87
"4628",2012-09-01,12.28
"4629",2012-09-02,12.27
"4630",2012-09-03,8.94
"4631",2012-09-04,8.96
"4632",2012-09-05,11.81
"4633",2012-09-06,8.51
"4634",2012-09-07,7.9
"4635",2012-09-08,8.89
"4636",2012-09-09,15.82
"4637",2012-09-10,10.23
"4638",2012-09-11,12.76
"4639",2012-09-12,17.01
"4640",2012-09-13,15.2
"4641",2012-09-14,11.77
"4642",2012-09-15,12.56
"4643",2012-09-16,9.81
"4644",2012-09-17,10.87
"4645",2012-09-18,14.15
"4646",2012-09-19,8.62
"4647",2012-09-20,7.05
"4648",2012-09-21,10.33
"4649",2012-09-22,7.52
"4650",2012-09-23,8.16
"4651",2012-09-24,11.98
"4652",2012-09-25,12.61
"4653",2012-09-26,8.08
"4654",2012-09-27,9.97
"4655",2012-09-28,8.78
"4656",2012-09-29,7.26
"4657",2012-09-30,8.17
"4658",2012-10-01,14.37
"4659",2012-10-02,15.98
"4660",2012-10-03,10.42
"4661",2012-10-04,9.72
"4662",2012-10-05,9.5
"4663",2012-10-06,9.2
"4664",2012-10-07,9.01
"4665",2012-10-08,8.49
"4666",2012-10-09,9.84
"4667",2012-10-10,13.73
"4668",2012-10-11,17.54
"4669",2012-10-12,18.41
"4670",2012-10-13,19.31
"4671",2012-10-14,16
"4672",2012-10-15,10.12
"4673",2012-10-16,9.81
"4674",2012-10-17,6.99
"4675",2012-10-18,7.27
"4676",2012-10-19,7.9
"4677",2012-10-20,11.18
"4678",2012-10-21,14.02
"4679",2012-10-22,15.95
"4680",2012-10-23,15.04
"4681",2012-10-24,16.19
"4682",2012-10-25,19.55
"4683",2012-10-26,28.22
"4684",2012-10-27,27.85
"4685",2012-10-28,22.69
"4686",2012-10-29,24.06
"4687",2012-10-30,19.66
"4688",2012-10-31,9.16
"4689",2012-11-01,9.7
"4690",2012-11-02,7.27
"4691",2012-11-03,6.08
"4692",2012-11-04,4.11
"4693",2012-11-05,4.9
"4694",2012-11-06,8.21
"4695",2012-11-07,19.12
"4696",2012-11-08,19.61
"4697",2012-11-09,17.02
"4698",2012-11-10,11.08
"4699",2012-11-11,9.65
"4700",2012-11-12,7.13
"4701",2012-11-13,8.88
"4702",2012-11-14,9.54
"4703",2012-11-15,10.88
"4704",2012-11-16,15.18
"4705",2012-11-17,15
"4706",2012-11-18,19.14
"4707",2012-11-19,17.1
"4708",2012-11-20,15.02
"4709",2012-11-21,19.84
"4710",2012-11-22,21.91
"4711",2012-11-23,15.39
"4712",2012-11-24,10.21
"4713",2012-11-25,9.05
"4714",2012-11-26,7.41
"4715",2012-11-27,4.91
"4716",2012-11-28,11.17
"4717",2012-11-29,14.62
"4718",2012-11-30,10.65
"4719",2012-12-01,10.87
"4720",2012-12-02,11.46
"4721",2012-12-03,9.14
"4722",2012-12-04,10.07
"4723",2012-12-05,7.62
"4724",2012-12-06,7.8
"4725",2012-12-07,7.52
"4726",2012-12-08,7.13
"4727",2012-12-09,4.81
"4728",2012-12-10,8.67
"4729",2012-12-11,9.72
"4730",2012-12-12,8.1
"4731",2012-12-13,16.64
"4732",2012-12-14,18.03
"4733",2012-12-15,10.7
"4734",2012-12-16,6.76
"4735",2012-12-17,6.71
"4736",2012-12-18,9.43
"4737",2012-12-19,8.52
"4738",2012-12-20,10.02
"4739",2012-12-21,23.42
"4740",2012-12-22,19.45
"4741",2012-12-23,9.38
"4742",2012-12-24,4.47
"4743",2012-12-25,5.73
"4744",2012-12-26,13.67
"4745",2012-12-27,11.22
"4746",2012-12-28,8.84
"4747",2012-12-29,13.64
"4748",2012-12-30,20.37
"4749",2012-12-31,9.1
"4750",2013-01-01,6.2
"4751",2013-01-02,3.55
"4752",2013-01-03,5.21
"4753",2013-01-04,10.66
"4754",2013-01-05,10.37
"4755",2013-01-06,7.15
"4756",2013-01-07,11.53
"4757",2013-01-08,8.97
"4758",2013-01-09,10.13
"4759",2013-01-10,10.14
"4760",2013-01-11,8.85
"4761",2013-01-12,8.6
"4762",2013-01-13,9.64
"4763",2013-01-14,7.1
"4764",2013-01-15,7.23
"4765",2013-01-16,5.61
"4766",2013-01-17,15.05
"4767",2013-01-18,15.4
"4768",2013-01-19,13.33
"4769",2013-01-20,10.38
"4770",2013-01-21,8.88
"4771",2013-01-22,20.6
"4772",2013-01-23,17.6
"4773",2013-01-24,12.06
"4774",2013-01-25,8.34
"4775",2013-01-26,8.45
"4776",2013-01-27,9.42
"4777",2013-01-28,9.06
"4778",2013-01-29,8.51
"4779",2013-01-30,12.13
"4780",2013-01-31,16.83
"4781",2013-02-01,19.52
"4782",2013-02-02,12.38
"4783",2013-02-03,10.95
"4784",2013-02-04,8.46
"4785",2013-02-05,6.26
"4786",2013-02-06,6.54
"4787",2013-02-07,7.33
"4788",2013-02-08,6.76
"4789",2013-02-09,13.51
"4790",2013-02-10,11.62
"4791",2013-02-11,10.14
"4792",2013-02-12,6.92
"4793",2013-02-13,11.74
"4794",2013-02-14,14.49
"4795",2013-02-15,10.65
"4796",2013-02-16,17.86
"4797",2013-02-17,21.18
"4798",2013-02-18,14.44
"4799",2013-02-19,4.42
"4800",2013-02-20,6.21
"4801",2013-02-21,7.06
"4802",2013-02-22,7.08
"4803",2013-02-23,6.24
"4804",2013-02-24,7.58
"4805",2013-02-25,6.19
"4806",2013-02-26,14.16
"4807",2013-02-27,11.66
"4808",2013-02-28,15.4
"4809",2013-03-01,15.38
"4810",2013-03-02,17.26
"4811",2013-03-03,18.33
"4812",2013-03-04,14.28
"4813",2013-03-05,6.39
"4814",2013-03-06,18.47
"4815",2013-03-07,14.14
"4816",2013-03-08,9.01
"4817",2013-03-09,10.97
"4818",2013-03-10,8.92
"4819",2013-03-11,10.24
"4820",2013-03-12,12.33
"4821",2013-03-13,13.85
"4822",2013-03-14,19.32
"4823",2013-03-15,12.73
"4824",2013-03-16,6.54
"4825",2013-03-17,7.06
"4826",2013-03-18,10.37
"4827",2013-03-19,6.16
"4828",2013-03-20,9.1
"4829",2013-03-21,12.07
"4830",2013-03-22,8.09
"4831",2013-03-23,8.8
"4832",2013-03-24,16.4
"4833",2013-03-25,18.23
"4834",2013-03-26,21.81
"4835",2013-03-27,14.84
"4836",2013-03-28,12.09
"4837",2013-03-29,10.96
"4838",2013-03-30,7.44
"4839",2013-03-31,7.45
"4840",2013-04-01,7.72
"4841",2013-04-02,7.04
"4842",2013-04-03,10.23
"4843",2013-04-04,11.88
"4844",2013-04-05,16.34
"4845",2013-04-06,17.56
"4846",2013-04-07,10.8
"4847",2013-04-08,8.57
"4848",2013-04-09,11.15
"4849",2013-04-10,10.78
"4850",2013-04-11,14.79
"4851",2013-04-12,11.81
"4852",2013-04-13,9.26
"4853",2013-04-14,10.94
"4854",2013-04-15,10.35
"4855",2013-04-16,12.54
"4856",2013-04-17,13.99
"4857",2013-04-18,12.05
"4858",2013-04-19,14.14
"4859",2013-04-20,12.24
"4860",2013-04-21,13.6
"4861",2013-04-22,13.39
"4862",2013-04-23,17.61
"4863",2013-04-24,10.33
"4864",2013-04-25,11.43
"4865",2013-04-26,10.97
"4866",2013-04-27,15.07
"4867",2013-04-28,14.79
"4868",2013-04-29,10.95
"4869",2013-04-30,7.74
"4870",2013-05-01,11
"4871",2013-05-02,13.61
"4872",2013-05-03,7.65
"4873",2013-05-04,12.96
"4874",2013-05-05,16.6
"4875",2013-05-06,14.09
"4876",2013-05-07,12.8
"4877",2013-05-08,7.79
"4878",2013-05-09,10.5
"4879",2013-05-10,8.88
"4880",2013-05-11,8.18
"4881",2013-05-12,10.11
"4882",2013-05-13,11.75
"4883",2013-05-14,16.51
"4884",2013-05-15,12.38
"4885",2013-05-16,10.69
"4886",2013-05-17,9.68
"4887",2013-05-18,9.86
"4888",2013-05-19,10.43
"4889",2013-05-20,9.81
"4890",2013-05-21,11.52
"4891",2013-05-22,9.04
"4892",2013-05-23,7.82
"4893",2013-05-24,8.47
"4894",2013-05-25,16.46
"4895",2013-05-26,16.38
"4896",2013-05-27,16.43
"4897",2013-05-28,16.79
"4898",2013-05-29,15.71
"4899",2013-05-30,18.82
"4900",2013-05-31,15.52
"4901",2013-06-01,11.17
"4902",2013-06-02,6.23
"4903",2013-06-03,7.76
"4904",2013-06-04,7.94
"4905",2013-06-05,12.27
"4906",2013-06-06,19.71
"4907",2013-06-07,13.8
"4908",2013-06-08,9.93
"4909",2013-06-09,12.77
"4910",2013-06-10,10.15
"4911",2013-06-11,7.36
"4912",2013-06-12,5.84
"4913",2013-06-13,8.39
"4914",2013-06-14,10.93
"4915",2013-06-15,8.82
"4916",2013-06-16,9.68
"4917",2013-06-17,8.55
"4918",2013-06-18,8.92
"4919",2013-06-19,8.8
"4920",2013-06-20,7.67
"4921",2013-06-21,8.81
"4922",2013-06-22,10.65
"4923",2013-06-23,10.46
"4924",2013-06-24,11.08
"4925",2013-06-25,11.23
"4926",2013-06-26,8.9
"4927",2013-06-27,6.72
"4928",2013-06-28,8.76
"4929",2013-06-29,9.71
"4930",2013-06-30,13.73
"4931",2013-07-01,13.83
"4932",2013-07-02,10.3
"4933",2013-07-03,14.3
"4934",2013-07-04,14.28
"4935",2013-07-05,15.04
"4936",2013-07-06,14.11
"4937",2013-07-07,13.05
"4938",2013-07-08,11.11
"4939",2013-07-09,9.9
"4940",2013-07-10,9.6
"4941",2013-07-11,8.62
"4942",2013-07-12,6.39
"4943",2013-07-13,10.15
"4944",2013-07-14,13.32
"4945",2013-07-15,10.37
"4946",2013-07-16,14.61
"4947",2013-07-17,11.4
"4948",2013-07-18,9.17
"4949",2013-07-19,9.96
"4950",2013-07-20,8.05
"4951",2013-07-21,7.27
"4952",2013-07-22,6.72
"4953",2013-07-23,5.58
"4954",2013-07-24,12.12
"4955",2013-07-25,13.79
"4956",2013-07-26,10.94
"4957",2013-07-27,7.76
"4958",2013-07-28,7.87
"4959",2013-07-29,6.97
"4960",2013-07-30,9.26
"4961",2013-07-31,10.16
"4962",2013-08-01,10.14
"4963",2013-08-02,7.65
"4964",2013-08-03,10.04
"4965",2013-08-04,9.52
"4966",2013-08-05,10.02
"4967",2013-08-06,5.18
"4968",2013-08-07,9.43
"4969",2013-08-08,13.81
"4970",2013-08-09,12.87
"4971",2013-08-10,12.63
"4972",2013-08-11,10.93
"4973",2013-08-12,10.54
"4974",2013-08-13,7.6
"4975",2013-08-14,9.51
"4976",2013-08-15,7.4
"4977",2013-08-16,7.96
"4978",2013-08-17,12.11
"4979",2013-08-18,13.96
"4980",2013-08-19,13.19
"4981",2013-08-20,13.05
"4982",2013-08-21,14.63
"4983",2013-08-22,10.69
"4984",2013-08-23,8.13
"4985",2013-08-24,9.79
"4986",2013-08-25,10.84
"4987",2013-08-26,9.37
"4988",2013-08-27,9.05
"4989",2013-08-28,9.44
"4990",2013-08-29,7.84
"4991",2013-08-30,6.6
"4992",2013-08-31,8.89
"4993",2013-09-01,5.24
"4994",2013-09-02,5.7
"4995",2013-09-03,5.03
"4996",2013-09-04,7.45
"4997",2013-09-05,9.81
"4998",2013-09-06,9.62
"4999",2013-09-07,9.94
"5000",2013-09-08,9.01
"5001",2013-09-09,11.53
"5002",2013-09-10,14.92
"5003",2013-09-11,12.09
"5004",2013-09-12,7.24
"5005",2013-09-13,6.16
"5006",2013-09-14,8.82
"5007",2013-09-15,11.19
"5008",2013-09-16,13.87
"5009",2013-09-17,11.74
"5010",2013-09-18,9.93
"5011",2013-09-19,11.27
"5012",2013-09-20,11.65
"5013",2013-09-21,8.23
"5014",2013-09-22,8.8
"5015",2013-09-23,6.86
"5016",2013-09-24,11.61
"5017",2013-09-25,15.13
"5018",2013-09-26,12.52
"5019",2013-09-27,12.17
"5020",2013-09-28,13.88
"5021",2013-09-29,9.72
"5022",2013-09-30,8.19
"5023",2013-10-01,12.74
"5024",2013-10-02,14.9
"5025",2013-10-03,10.79
"5026",2013-10-04,9.45
"5027",2013-10-05,9.47
"5028",2013-10-06,8.32
"5029",2013-10-07,13.6
"5030",2013-10-08,13.16
"5031",2013-10-09,15.06
"5032",2013-10-10,14.8
"5033",2013-10-11,9.22
"5034",2013-10-12,6.28
"5035",2013-10-13,11.39
"5036",2013-10-14,13.24
"5037",2013-10-15,11.62
"5038",2013-10-16,7.99
"5039",2013-10-17,6.37
"5040",2013-10-18,6.94
"5041",2013-10-19,7.95
"5042",2013-10-20,7.42
"5043",2013-10-21,7.26
"5044",2013-10-22,10.44
"5045",2013-10-23,13.14
"5046",2013-10-24,21.32
"5047",2013-10-25,19.87
"5048",2013-10-26,15.28
"5049",2013-10-27,13.76
"5050",2013-10-28,12.28
"5051",2013-10-29,12.76
"5052",2013-10-30,9.74
"5053",2013-10-31,9.36
"5054",2013-11-01,4.92
"5055",2013-11-02,11.91
"5056",2013-11-03,22.21
"5057",2013-11-04,18.77
"5058",2013-11-05,17.31
"5059",2013-11-06,9.02
"5060",2013-11-07,10.71
"5061",2013-11-08,17.73
"5062",2013-11-09,16.01
"5063",2013-11-10,11.55
"5064",2013-11-11,12
"5065",2013-11-12,10.03
"5066",2013-11-13,27.12
"5067",2013-11-14,17.46
"5068",2013-11-15,11.81
"5069",2013-11-16,8.6
"5070",2013-11-17,6.7
"5071",2013-11-18,5.08
"5072",2013-11-19,8.37
"5073",2013-11-20,9.01
"5074",2013-11-21,11.47
"5075",2013-11-22,12.96
"5076",2013-11-23,9.96
"5077",2013-11-24,18.07
"5078",2013-11-25,20.71
"5079",2013-11-26,13.93
"5080",2013-11-27,21.88
"5081",2013-11-28,20.65
"5082",2013-11-29,19.12
"5083",2013-11-30,16.81
"5084",2013-12-01,14.23
"5085",2013-12-02,10.16
"5086",2013-12-03,6.84
"5087",2013-12-04,4.63
"5088",2013-12-05,5.73
"5089",2013-12-06,7.23
"5090",2013-12-07,6.64
"5091",2013-12-08,7.35
"5092",2013-12-09,8.59
"5093",2013-12-10,4.7
"5094",2013-12-11,8.38
"5095",2013-12-12,17.67
"5096",2013-12-13,13.4
"5097",2013-12-14,10.4
"5098",2013-12-15,11.18
"5099",2013-12-16,17.06
"5100",2013-12-17,15.85
"5101",2013-12-18,16.16
"5102",2013-12-19,12.24
"5103",2013-12-20,9.8
"5104",2013-12-21,9.53
"5105",2013-12-22,9.16
"5106",2013-12-23,7.23
"5107",2013-12-24,15.73
"5108",2013-12-25,14.48
"5109",2013-12-26,11.41
"5110",2013-12-27,13.66
"5111",2013-12-28,10.68
"5112",2013-12-29,10.45
"5113",2013-12-30,12.72
"5114",2013-12-31,18.23
"5115",2014-01-01,8.04
"5116",2014-01-02,10.08
"5117",2014-01-03,22.73
"5118",2014-01-04,9.61
"5119",2014-01-05,7.44
"5120",2014-01-06,13.83
"5121",2014-01-07,24.73
"5122",2014-01-08,16.47
"5123",2014-01-09,11.01
"5124",2014-01-10,8.55
"5125",2014-01-11,9.81
"5126",2014-01-12,11.73
"5127",2014-01-13,7.28
"5128",2014-01-14,7.36
"5129",2014-01-15,12.49
"5130",2014-01-16,18.06
"5131",2014-01-17,9.1
"5132",2014-01-18,13.3
"5133",2014-01-19,8.81
"5134",2014-01-20,7.67
"5135",2014-01-21,10.18
"5136",2014-01-22,16.57
"5137",2014-01-23,15.45
"5138",2014-01-24,20.21
"5139",2014-01-25,7.74
"5140",2014-01-26,5.21
"5141",2014-01-27,6.16
"5142",2014-01-28,5.18
"5143",2014-01-29,14.87
"5144",2014-01-30,15.55
"5145",2014-01-31,10.1
"5146",2014-02-01,6.23
"5147",2014-02-02,6.82
"5148",2014-02-03,7.03
"5149",2014-02-04,7.19
"5150",2014-02-05,6.88
"5151",2014-02-06,7.71
"5152",2014-02-07,11.73
"5153",2014-02-08,7.65
"5154",2014-02-09,12.76
"5155",2014-02-10,12.74
"5156",2014-02-11,9.27
